id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0335019,2,2016-02-27 23:25,2016-02-27 23:35,1,-73.98058319,40.77492905,-73.95644379,40.78575897,N,639
id3001635,2,2016-06-05 1:23,2016-06-05 1:28,2,-73.99919128,40.74965286,-74.00015259,40.74275589,N,305
id3830698,1,2016-02-18 18:49,2016-02-18 18:56,1,-73.98097229,40.77111435,-73.97790527,40.78383636,N,387
id1160227,2,2016-02-20 18:41,2016-02-20 18:45,1,-73.96926117,40.79784012,-73.96624756,40.80496979,N,240
id3073782,1,2016-03-05 0:18,2016-03-05 0:26,1,-74.00860596,40.71593094,-74.01620483,40.70602798,N,469
id0301773,1,2016-04-15 14:33,2016-04-15 14:44,1,-73.96219635,40.77912521,-73.97794342,40.78878021,N,703
id3400624,2,2016-05-02 14:45,2016-05-02 15:29,1,-73.78980255,40.64709091,-73.98337555,40.75031281,N,2660
id2693192,2,2016-02-22 14:16,2016-02-22 14:21,5,-73.99169159,40.7599411,-73.99375153,40.74259949,N,347
id1679858,1,2016-03-23 21:05,2016-03-23 21:14,1,-73.97510529,40.75245667,-73.98927307,40.72934341,N,562
id3929561,1,2016-01-19 16:01,2016-01-19 16:48,1,-73.7903595,40.6440239,-73.93902588,40.71609497,N,2780
id1518330,1,2016-05-26 7:49,2016-05-26 7:56,1,-73.96535492,40.76358795,-73.95903015,40.77504349,N,452
id0796871,1,2016-02-18 13:00,2016-02-18 13:06,1,-74.00443268,40.72977066,-73.99645233,40.72528839,N,324
id1669543,2,2016-04-27 8:49,2016-04-27 8:57,1,-73.94976044,40.77196121,-73.97627258,40.73765182,N,459
id2076445,2,2016-05-10 18:16,2016-05-10 18:24,5,-74.00845337,40.72080994,-73.99304962,40.73088837,N,492
id3100150,2,2016-04-14 23:53,2016-04-14 23:59,1,-73.99585724,40.76722717,-73.98001862,40.77057266,N,373
id2769170,2,2016-01-05 10:00,2016-01-05 10:06,1,-73.96186066,40.76525116,-73.97206116,40.76498795,N,361
id0863268,2,2016-01-08 10:33,2016-01-08 10:54,5,-73.96649933,40.7722435,-74.01027679,40.70211029,N,1212
id3895407,2,2016-04-23 0:01,2016-04-23 0:22,6,-74.00804138,40.72365189,-73.95565796,40.71583176,N,1252
id1961512,1,2016-02-21 17:25,2016-02-21 17:35,1,-73.99239349,40.74687958,-73.97987366,40.76718521,N,613
id0552992,2,2016-05-13 5:31,2016-05-13 5:37,3,-73.97164154,40.76267624,-73.98138428,40.76459885,N,304
id3048673,1,2016-05-12 21:34,2016-05-12 21:39,1,-73.98448181,40.7641716,-73.97663879,40.77747726,N,271
id1895810,2,2016-04-04 0:32,2016-04-04 0:33,2,-73.9799881,40.6877594,-73.97855377,40.6852417,N,40
id2921495,2,2016-05-29 16:32,2016-05-29 16:50,5,-73.97294617,40.7804985,-73.97922516,40.74604416,N,1120
id2476641,2,2016-01-25 5:15,2016-01-25 5:33,1,-73.9489212,40.77411652,-73.99105072,40.74462509,N,1063
id2879747,2,2016-02-08 0:16,2016-02-08 0:41,1,-73.78221893,40.64464951,-73.9498291,40.67900848,N,1502
id0428218,1,2016-03-31 21:02,2016-03-31 21:21,1,-73.98721313,40.75353241,-74.01180267,40.71505737,N,1144
id3587572,2,2016-01-22 9:27,2016-01-22 9:35,5,-73.97190857,40.76309967,-73.9559021,40.78495026,N,505
id3191524,2,2016-06-22 18:42,2016-06-22 18:52,1,-73.96366882,40.76173019,-73.97389984,40.74871063,N,611
id2399783,1,2016-01-30 22:08,2016-01-30 22:59,2,-73.99816132,40.73564911,-74.17334747,40.79689026,N,3037
id0110347,1,2016-02-21 17:22,2016-02-21 17:31,1,-73.99264526,40.74849701,-73.97551727,40.75816727,N,533
id3955283,1,2016-04-05 20:59,2016-04-05 21:22,1,-74.0043335,40.74152374,-73.99152374,40.69261551,N,1378
id2650678,1,2016-04-24 8:27,2016-04-24 8:48,1,-73.99176025,40.72640228,-73.94525909,40.82326508,N,1292
id3509622,1,2016-04-26 11:27,2016-04-26 11:33,1,-73.95547485,40.77985764,-73.96389771,40.77393723,N,383
id2221580,1,2016-03-08 9:04,2016-03-08 9:12,1,-73.97875214,40.72977066,-73.99727631,40.73755646,N,474
id3278795,2,2016-03-11 6:24,2016-03-11 6:28,1,-73.9899826,40.75694656,-73.97938538,40.76125336,N,221
id2072297,2,2016-03-05 11:34,2016-03-05 11:45,1,-73.98747253,40.7329216,-73.9877243,40.72133255,N,676
id3765039,2,2016-05-28 13:55,2016-05-28 14:09,2,-73.99241638,40.75014114,-73.97424316,40.75058746,N,850
id0125377,1,2016-04-13 21:57,2016-04-13 22:28,1,-73.97901154,40.76208115,-73.89260864,40.76925278,N,1879
id1110813,2,2016-01-24 20:03,2016-01-24 20:15,1,-73.96585846,40.75865173,-73.98899841,40.77764893,N,765
id0606229,2,2016-01-16 11:42,2016-01-16 11:57,2,-73.95968628,40.80888748,-73.95561981,40.77249908,N,876
id0454719,1,2016-03-13 21:21,2016-03-13 21:28,1,-74.00605011,40.73537445,-73.99376678,40.75889587,N,457
id2799983,2,2016-03-10 21:22,2016-03-10 21:40,6,-73.97575378,40.76052856,-73.97865295,40.72964096,N,1077
id1906260,2,2016-06-11 18:26,2016-06-11 18:42,1,-73.96517181,40.76342773,-73.98872375,40.77503204,N,954
id1126131,2,2016-02-19 22:02,2016-02-19 22:20,1,-73.9804306,40.75363922,-73.99622345,40.72206116,N,1083
id3723194,1,2016-06-19 2:54,2016-06-19 3:04,1,-74.00965881,40.73876953,-73.98613739,40.73048782,N,597
id2501176,2,2016-02-28 12:51,2016-02-28 13:08,1,-74.0177536,40.70653152,-73.97873688,40.75065994,N,1041
id2634920,2,2016-01-05 6:04,2016-01-05 6:07,1,-74.00513458,40.73721313,-73.99544525,40.74792862,N,173
id2955872,2,2016-02-10 15:59,2016-02-10 16:28,6,-73.99057007,40.75109863,-73.94297028,40.79927063,N,1695
id1144060,2,2016-03-26 21:49,2016-03-26 21:57,1,-73.96495819,40.7557106,-73.98429871,40.73945999,N,524
id0753496,1,2016-01-29 15:57,2016-01-29 16:18,1,-73.95435333,40.79984665,-73.95010376,40.78721619,N,1280
id2633363,2,2016-02-27 21:40,2016-02-27 22:18,5,-73.97862244,40.68679047,-73.97885132,40.77744675,N,2287
id3208232,1,2016-03-02 16:55,2016-03-02 17:01,1,-73.97143555,40.75532913,-73.96450043,40.7645874,N,373
id0554273,1,2016-04-26 14:39,2016-04-26 14:43,1,-73.98158264,40.73712921,-73.99320221,40.73167419,N,231
id1925002,1,2016-01-05 17:33,2016-01-05 18:02,1,-73.97290802,40.78568268,-73.97921753,40.74470139,N,1740
id0145674,2,2016-01-21 20:36,2016-01-21 20:47,1,-73.98293304,40.73082352,-73.99333191,40.74163818,N,642
id2203936,2,2016-02-06 13:18,2016-02-06 13:25,2,-73.98706818,40.7338295,-73.99211121,40.74092865,N,403
id2366364,1,2016-06-24 17:49,2016-06-24 17:52,1,-73.98414612,40.72629547,-73.98675537,40.72979355,N,233
id3368172,1,2016-04-06 7:04,2016-04-06 7:14,1,-73.98348999,40.69476318,-73.98506927,40.72172546,N,557
id0719799,2,2016-04-30 15:57,2016-04-30 16:18,1,-74.00293732,40.76036835,-73.98436737,40.74665833,N,1226
id3624818,2,2016-05-22 18:46,2016-05-22 18:54,1,-73.98147583,40.75870514,-73.98475647,40.74833298,N,441
id2030322,2,2016-06-29 14:05,2016-06-29 14:33,1,-74.00730896,40.72729874,-73.98436737,40.76673126,N,1675
id3211280,2,2016-06-11 15:04,2016-06-11 15:08,5,-74.00140381,40.70718002,-73.98760223,40.71046829,N,242
id1741892,1,2016-06-06 19:19,2016-06-06 19:41,2,-73.87265778,40.77426529,-73.95970154,40.76890945,N,1324
id0346834,1,2016-06-24 13:25,2016-06-24 13:38,1,-73.97055054,40.75600052,-73.95368195,40.77917862,N,788
id1167485,1,2016-03-26 15:28,2016-03-26 15:58,1,-73.78350067,40.64871216,-73.99531555,40.57434845,N,1825
id1570012,2,2016-03-31 14:02,2016-03-31 15:06,1,-73.77676392,40.64504623,-74.00201416,40.7206459,N,3802
id1298277,2,2016-05-04 2:08,2016-05-04 2:17,1,-73.9870224,40.76610947,-73.96744537,40.76044846,N,514
id0342366,2,2016-03-11 17:53,2016-03-11 18:04,1,-73.96612549,40.7651825,-73.97476959,40.7519989,N,607
id3900855,1,2016-04-22 10:12,2016-04-22 10:42,1,-73.86312866,40.76992798,-73.94967651,40.71326447,N,1753
id2757597,1,2016-02-15 5:59,2016-02-15 6:02,1,-73.97092438,40.79852676,-73.97383118,40.79211426,N,178
id3178164,1,2016-01-11 14:45,2016-01-11 15:02,1,-74.01719666,40.70525742,-74.01058197,40.71878433,N,1020
id3245557,1,2016-05-03 13:57,2016-05-03 14:25,1,-74.00849152,40.72045517,-73.974823,40.69797134,N,1663
id0797830,2,2016-05-01 22:53,2016-05-01 22:59,3,-73.99127197,40.75022125,-73.97968292,40.75267792,N,337
id1508931,2,2016-05-08 15:23,2016-05-08 16:35,1,-73.990448,40.69116974,-73.77632904,40.64538956,N,4322
id2792625,1,2016-06-04 0:45,2016-06-04 1:11,1,-74.00275421,40.72855759,-73.9961319,40.75339508,N,1561
id2155359,1,2016-06-20 20:05,2016-06-20 20:12,1,-73.96373749,40.77697754,-73.9709549,40.79303741,N,371
id2422756,2,2016-05-01 13:41,2016-05-01 13:50,1,-73.96656036,40.76211929,-73.97118378,40.74766159,N,515
id1877742,2,2016-05-23 19:26,2016-05-23 19:41,1,-73.99356842,40.76741028,-73.96347809,40.77421188,N,913
id3438200,2,2016-04-30 14:16,2016-04-30 14:44,1,-74.01248932,40.70711136,-73.96391296,40.6782608,N,1654
id3133421,1,2016-06-08 22:49,2016-06-08 23:00,1,-73.98350525,40.76561737,-73.96021271,40.79812622,N,629
id1117231,1,2016-05-09 8:51,2016-05-09 8:57,1,-73.98175812,40.77405167,-73.98282623,40.76423645,N,400
id1132928,1,2016-01-18 19:42,2016-01-18 19:50,1,-73.97827911,40.77324677,-73.98072815,40.75923538,N,429
id3460584,2,2016-04-12 22:49,2016-04-12 23:18,1,-73.97796631,40.72522354,-73.95687866,40.68710327,N,1756
id2696509,2,2016-04-13 16:42,2016-04-13 16:57,6,-73.96639252,40.76099014,-73.97286987,40.79320908,N,938
id2288887,2,2016-02-06 0:25,2016-02-06 0:27,5,-73.99169159,40.7262001,-73.98856354,40.72993088,N,145
id0187694,1,2016-01-29 19:48,2016-01-29 19:55,1,-73.97265625,40.79415131,-73.96060944,40.80998993,N,426
id1445613,1,2016-01-30 12:50,2016-01-30 13:09,1,-73.9712677,40.7930603,-73.96159363,40.76185989,N,1112
id3458579,1,2016-04-14 7:14,2016-04-14 7:21,1,-73.98969269,40.77445984,-73.97596741,40.76473618,N,433
id0439591,2,2016-02-23 10:06,2016-02-23 10:15,1,-73.96663666,40.78887177,-73.95368958,40.77539063,N,530
id1230333,1,2016-04-28 5:30,2016-04-28 5:36,1,-73.99098969,40.7559433,-73.97348022,40.76029968,N,383
id2758673,2,2016-02-26 15:56,2016-02-26 16:04,2,-73.98207855,40.74603271,-73.98382568,40.75263596,N,524
id0859122,2,2016-01-10 11:44,2016-01-10 11:48,2,-73.951828,40.77769852,-73.95470428,40.7875061,N,238
id3177141,2,2016-04-20 12:46,2016-04-20 12:51,2,-73.98891449,40.7528801,-73.9847641,40.74747849,N,350
id1495657,2,2016-01-07 19:17,2016-01-07 19:22,5,-73.99217987,40.72511292,-73.98418427,40.73729324,N,316
id2061665,1,2016-02-26 23:48,2016-02-27 0:01,4,-73.98766327,40.73273087,-73.96336365,40.7660408,N,780
id1162080,1,2016-01-11 20:51,2016-01-11 20:56,1,-73.98722076,40.73311615,-73.99894714,40.73246384,N,265
id1756874,2,2016-05-03 15:44,2016-05-03 15:55,1,-73.9835968,40.75524139,-73.98606873,40.76559067,N,680
id0457109,1,2016-03-05 13:46,2016-03-05 13:52,1,-73.97276306,40.76091766,-73.96162415,40.77412796,N,338
id1253899,2,2016-04-17 19:01,2016-04-17 19:15,1,-73.96593475,40.80148697,-73.99614716,40.76250839,N,832
id0108681,1,2016-01-11 6:21,2016-01-11 6:24,1,-73.98271179,40.7394371,-73.96968842,40.7580986,N,203
id2643929,2,2016-05-05 21:33,2016-05-05 21:45,5,-73.99163055,40.75479889,-74.00800323,40.73955917,N,694
id2255783,2,2016-01-09 17:58,2016-01-09 18:03,5,-73.97859955,40.78596115,-73.98143768,40.7750206,N,338
id3032153,2,2016-03-30 21:58,2016-03-30 22:06,2,-73.99074554,40.69287109,-73.98418427,40.69657516,N,499
id2667230,1,2016-06-11 3:58,2016-06-11 4:07,1,-73.98344421,40.72623444,-73.99951935,40.74155045,N,541
id1613391,1,2016-04-10 1:20,2016-04-10 1:23,2,-73.97277832,40.75613022,-73.9853363,40.75535202,N,208
id0492041,2,2016-05-24 9:12,2016-05-24 9:32,1,-73.98613739,40.73482132,-73.97322083,40.75944901,N,1238
id3957042,2,2016-03-25 14:41,2016-03-25 14:44,1,-73.97207642,40.7821312,-73.96395874,40.77706909,N,162
id2285639,2,2016-05-28 4:24,2016-05-28 4:35,5,-73.98809814,40.7486496,-73.93359375,40.76316833,N,705
id0506560,2,2016-04-27 16:39,2016-04-27 16:53,1,-73.96057129,40.7755394,-73.97158813,40.74632645,N,828
id2993810,2,2016-02-27 11:11,2016-02-27 11:28,1,-73.95610046,40.78556061,-73.97972107,40.76503754,N,1015
id0651183,1,2016-06-28 16:49,2016-06-28 17:07,3,-73.98973846,40.73440552,-73.98200226,40.71143723,N,1043
id0287159,1,2016-03-17 17:30,2016-03-17 17:52,4,-73.99182892,40.72602844,-73.9786911,40.75814438,N,1305
id1291662,2,2016-01-13 20:12,2016-01-13 20:29,1,-73.86393738,40.76958847,-73.96242523,40.72079086,N,1044
id2856162,2,2016-06-30 21:43,2016-06-30 22:02,6,-73.98345947,40.76145935,-74.01644897,40.71113968,N,1122
id3120786,2,2016-03-12 16:01,2016-03-12 16:09,6,-73.9826889,40.73111343,-73.96478271,40.75558853,N,478
id3778751,2,2016-06-11 3:57,2016-06-11 4:04,3,-73.98722839,40.71450806,-73.98589325,40.72283936,N,428
id0188364,2,2016-02-14 9:57,2016-02-14 10:13,3,-73.98310852,40.73874664,-73.9606781,40.71709824,N,955
id1775420,1,2016-04-23 4:50,2016-04-23 4:51,1,-73.85610962,40.75143433,-73.85453033,40.74571991,N,92
id2278315,1,2016-05-18 21:52,2016-05-18 22:02,1,-73.98928833,40.74830627,-73.98365021,40.7619133,N,591
id0931199,2,2016-05-04 22:28,2016-05-04 22:32,1,-73.95462799,40.77717972,-73.95462799,40.77717972,N,248
id1144582,1,2016-04-01 7:41,2016-04-01 7:47,1,-73.95879364,40.76828766,-73.96620178,40.75823975,N,351
id2255999,1,2016-01-02 18:55,2016-01-02 19:03,2,-73.9786377,40.75435257,-73.98871613,40.73723602,N,451
id2588128,1,2016-06-24 2:02,2016-06-24 2:19,2,-74.00284576,40.73355103,-74.02613831,40.63557053,N,1023
id3573494,2,2016-01-18 20:34,2016-01-18 20:37,3,-73.97589874,40.75497055,-73.98155212,40.74634933,N,165
id2093801,2,2016-04-12 22:33,2016-04-12 23:12,6,-73.98421478,40.75492859,-73.84542847,40.77441788,N,2367
id0660744,2,2016-05-06 10:19,2016-05-06 10:31,1,-73.97298431,40.75513458,-73.97549438,40.74137115,N,712
id2562892,2,2016-06-30 12:58,2016-06-30 13:20,1,-73.98956299,40.76929855,-73.94551849,40.79053116,N,1330
id1415119,1,2016-02-28 7:51,2016-02-28 8:03,1,-73.91223145,40.74597168,-73.96305084,40.77498245,N,714
id3859993,2,2016-02-05 7:46,2016-02-05 7:48,2,-73.98584747,40.74649811,-73.99243164,40.73751068,N,161
id2046783,2,2016-03-11 22:22,2016-03-11 22:31,1,-73.95990753,40.81387329,-73.97357941,40.79204559,N,504
id1141347,1,2016-01-10 1:43,2016-01-10 2:05,1,-73.95961761,40.71819687,-73.8664093,40.73802567,N,1312
id1370739,1,2016-01-09 15:21,2016-01-09 15:30,1,-73.99112701,40.75582504,-74.00052643,40.75914383,N,538
id1749926,1,2016-06-01 23:36,2016-06-01 23:57,1,-73.99809265,40.7261467,-73.94127655,40.68212128,N,1289
id3958095,2,2016-02-01 19:15,2016-02-01 19:28,6,-73.97180939,40.75775146,-73.94780731,40.77946091,N,830
id0050198,2,2016-03-05 22:21,2016-03-05 22:27,1,-73.99298096,40.74211884,-73.98461151,40.73291016,N,369
id1505071,1,2016-05-30 13:02,2016-05-30 13:05,1,-73.9912796,40.76025391,-73.99493408,40.75003433,N,194
id0525487,1,2016-02-26 12:20,2016-02-26 12:29,1,-73.96527863,40.80127716,-73.95108795,40.79851532,N,571
id3830258,2,2016-01-31 19:10,2016-01-31 19:19,1,-73.98448944,40.74530411,-73.9994812,40.7388916,N,540
id1173542,2,2016-02-12 22:27,2016-02-12 22:34,2,-73.98212433,40.74021149,-73.96846771,40.75915527,N,390
id0864053,2,2016-03-08 20:27,2016-03-08 20:31,2,-73.96844482,40.76488876,-73.97927094,40.76705551,N,247
id0175260,1,2016-02-23 9:54,2016-02-23 10:09,1,-73.9782486,40.75222015,-73.99609375,40.74329758,N,918
id0103523,2,2016-03-13 14:27,2016-03-13 14:50,3,-73.95899963,40.71871567,-73.98274231,40.73108673,N,1359
id0435314,1,2016-04-16 12:28,2016-04-16 12:37,1,-73.97531891,40.77715683,-73.96958923,40.76358795,N,536
id1158076,1,2016-02-22 21:01,2016-02-22 21:05,1,-73.99323273,40.74224091,-73.99192047,40.74947739,N,260
id0948392,1,2016-05-04 20:53,2016-05-04 21:22,2,-73.88523102,40.77302551,-73.98875427,40.75769043,N,1736
id0423629,2,2016-03-18 1:08,2016-03-18 1:21,3,-73.9990921,40.73009109,-73.98542786,40.75881195,N,809
id3860751,1,2016-02-19 9:04,2016-02-19 9:11,1,-73.97148132,40.74641418,-73.95578003,40.76404953,N,371
id3197590,1,2016-04-20 10:30,2016-04-20 11:21,1,-73.88535309,40.77308655,-74.00405884,40.72103882,N,3111
id1051165,1,2016-01-31 22:56,2016-01-31 23:03,1,-73.99182892,40.75009155,-73.97672272,40.74523926,N,431
id1464294,1,2016-03-05 14:08,2016-03-05 14:27,1,-74.01527405,40.71430588,-73.97589111,40.68350601,N,1141
id1108256,1,2016-03-05 15:17,2016-03-05 15:22,1,-73.97924042,40.75804901,-73.97964478,40.74895096,N,335
id1792501,2,2016-02-04 23:33,2016-02-04 23:40,2,-74,40.73443985,-73.98371887,40.72528839,N,398
id2628035,1,2016-06-05 17:11,2016-06-05 17:39,1,-73.96269226,40.7754631,-73.99970245,40.75379181,N,1705
id2351562,1,2016-06-27 7:37,2016-06-27 7:44,1,-73.99920654,40.73430252,-73.97819519,40.75244904,N,476
id3118525,2,2016-05-18 8:34,2016-05-18 8:39,1,-73.97758484,40.74969101,-73.98335266,40.74720764,N,291
id3581087,2,2016-04-09 2:23,2016-04-09 2:38,1,-73.98291779,40.72702026,-73.98313141,40.74993896,N,923
id3034802,2,2016-03-18 15:16,2016-03-18 15:26,1,-73.96743011,40.79278564,-73.9491806,40.78302383,N,657
id0118178,2,2016-01-03 13:33,2016-01-03 13:48,2,-73.98104858,40.75881195,-73.99871826,40.72275162,N,910
id2841793,1,2016-04-15 18:48,2016-04-15 18:58,2,-73.99716187,40.75722885,-73.98236847,40.76751328,N,552
id0166019,2,2016-03-09 13:11,2016-03-09 13:25,1,-73.9850769,40.74816895,-74.00257874,40.7240181,N,794
id3272996,2,2016-01-24 8:13,2016-01-24 8:21,1,-74.00080109,40.75814819,-73.98979187,40.74705887,N,474
id3346789,1,2016-03-20 17:38,2016-03-20 18:13,1,-73.8728714,40.77425766,-74.01381683,40.70863342,N,2122
id0299633,1,2016-03-09 13:56,2016-03-09 14:28,1,-73.95855713,40.76867676,-73.98323059,40.76545715,N,1915
id0541151,1,2016-02-23 10:01,2016-02-23 10:06,1,-73.9802475,40.76571655,-73.99069214,40.77005768,N,287
id1107876,1,2016-06-25 21:18,2016-06-25 21:35,1,-74.00138855,40.73087311,-73.95980072,40.76230621,N,1048
id0620020,2,2016-02-11 21:45,2016-02-11 22:02,5,-74.00517273,40.71952057,-73.97949219,40.67266464,N,1043
id1461518,1,2016-02-19 17:52,2016-02-19 18:11,1,-73.97438812,40.7564888,-73.98674774,40.77658081,N,1112
id2682626,1,2016-01-14 22:39,2016-01-14 22:57,2,-73.86347198,40.76967239,-73.97583771,40.74466705,N,1079
id3816828,2,2016-05-15 17:34,2016-05-15 17:44,1,-73.99456024,40.73648834,-73.98294067,40.72264099,N,561
id0925242,2,2016-03-16 20:36,2016-03-16 20:39,4,-73.9757309,40.75201035,-73.98123932,40.74797821,N,200
id3363119,2,2016-03-08 14:06,2016-03-08 14:22,1,-74.0047226,40.74171829,-73.99057007,40.75027084,N,938
id3847293,1,2016-06-15 18:25,2016-06-15 18:32,1,-73.97619629,40.76403046,-73.97602844,40.76023865,N,383
id3326961,1,2016-06-14 13:44,2016-06-14 13:52,1,-74.00473022,40.72371674,-73.99206543,40.7401619,N,474
id1463761,1,2016-02-29 9:07,2016-02-29 9:24,1,-73.99020386,40.7569046,-73.97421265,40.74998474,N,1022
id0729228,1,2016-03-23 22:47,2016-03-23 23:00,1,-74.00590515,40.70602798,-73.9516449,40.78042221,N,806
id0112330,2,2016-03-04 0:18,2016-03-04 0:20,1,-73.98638916,40.75582886,-73.97930908,40.75260925,N,122
id0166926,2,2016-02-03 7:30,2016-02-03 7:35,1,-73.99156189,40.74494171,-73.9834137,40.75590515,N,310
id3625826,1,2016-04-02 12:00,2016-04-02 12:17,1,-73.94868469,40.77474594,-73.98091125,40.77345276,N,982
id1615064,2,2016-04-01 11:38,2016-04-01 11:53,2,-73.9617157,40.7769165,-73.97701263,40.75594711,N,878
id0384239,1,2016-02-22 19:58,2016-02-22 20:05,1,-73.97866821,40.76106262,-73.98220825,40.77482224,N,406
id0556596,1,2016-06-27 12:28,2016-06-27 13:01,1,-74.01118469,40.70956039,-73.97398376,40.76461792,N,1984
id1765800,2,2016-01-14 14:52,2016-01-14 15:37,1,-73.99191284,40.74990845,-73.91918182,40.76015091,N,2675
id1137266,2,2016-04-29 6:12,2016-04-29 6:14,1,-73.97707367,40.75595856,-73.97897339,40.76222992,N,116
id2216578,1,2016-01-01 15:10,2016-01-01 15:17,2,-73.97805023,40.75748062,-73.98365021,40.74424744,N,418
id1594106,2,2016-05-06 18:14,2016-05-06 18:19,1,-73.94677734,40.82648087,-73.95912933,40.8094902,N,306
id0617676,1,2016-03-05 10:47,2016-03-05 10:57,1,-73.98849487,40.75872421,-73.99146271,40.74976349,N,607
id0948200,2,2016-06-14 10:20,2016-06-14 10:24,1,-74.00045776,40.7424202,-74.00054169,40.74785995,N,212
id2956835,2,2016-06-11 9:39,2016-06-11 9:51,2,-73.97228241,40.75756836,-73.97905731,40.78174591,N,771
id1153201,1,2016-06-05 11:21,2016-06-05 11:25,1,-74.0151062,40.70954514,-74.00977325,40.71569443,N,256
id0187208,1,2016-02-07 14:59,2016-02-07 15:10,1,-73.98732758,40.7505188,-73.97296906,40.78031158,N,679
id3788081,2,2016-05-01 19:43,2016-05-01 19:50,1,-73.95206451,40.82446289,-73.95574951,40.81293488,N,371
id2887173,2,2016-01-08 19:21,2016-01-08 19:28,2,-73.97747803,40.72929001,-73.9716568,40.74359894,N,453
id2948172,1,2016-06-13 15:45,2016-06-13 15:48,1,-73.96247864,40.76702881,-73.95522308,40.76571274,N,197
id1691916,2,2016-06-11 15:55,2016-06-11 16:02,1,-73.92662048,40.75195694,-73.91103363,40.74474716,N,414
id3359290,1,2016-06-24 14:06,2016-06-24 14:08,1,-73.93996429,40.79812241,-73.94134521,40.79911041,N,95
id2561259,2,2016-03-01 8:05,2016-03-01 8:24,5,-73.99600983,40.74885178,-74.01509857,40.71134949,N,1152
id0236281,2,2016-01-10 15:49,2016-01-10 16:00,1,-73.97145081,40.79771423,-73.98234558,40.77488708,N,651
id3630408,2,2016-02-03 9:45,2016-02-03 9:52,1,-73.96595764,40.75847626,-73.97516632,40.75101089,N,386
id2565302,2,2016-01-13 17:56,2016-01-13 18:08,1,-73.93499756,40.80073166,-73.92372131,40.81454086,N,717
id1233671,2,2016-05-29 3:02,2016-05-29 3:05,4,-73.92793274,40.69795227,-73.93783569,40.6983757,N,172
id0190506,1,2016-06-01 13:50,2016-06-01 14:01,1,-73.99214172,40.7642746,-73.99369049,40.74740601,N,660
id0664355,2,2016-06-26 11:40,2016-06-26 11:51,5,-74.00037384,40.75818634,-73.98694611,40.76081467,N,655
id1610214,2,2016-02-20 3:04,2016-02-20 3:26,3,-73.98298645,40.72504044,-73.93338776,40.69786835,N,1329
id2071174,2,2016-01-05 21:14,2016-01-05 21:17,5,-73.98264313,40.73934174,-73.97380066,40.75170517,N,216
id1224983,2,2016-06-13 13:04,2016-06-13 13:09,1,-73.98378754,40.75492096,-73.97559357,40.75603867,N,299
id3013573,1,2016-01-16 18:43,2016-01-16 18:47,1,-74.00287628,40.73347473,-74.00966644,40.71990967,N,273
id3758615,1,2016-06-02 17:52,2016-06-02 17:57,1,-73.9648056,40.76963425,-73.95135498,40.78237915,N,266
id0103078,2,2016-03-20 1:37,2016-03-20 1:48,6,-73.97786713,40.72536087,-73.99784088,40.71826935,N,645
id1490608,1,2016-05-31 19:07,2016-05-31 19:14,1,-73.98005676,40.78572464,-73.96007538,40.77539063,N,449
id0331611,2,2016-05-03 14:50,2016-05-03 15:18,1,-73.97412872,40.7876091,-73.96515656,40.76012039,N,1691
id1492581,2,2016-04-08 22:23,2016-04-08 22:33,1,-73.98368073,40.76293564,-73.99969482,40.76169586,N,621
id1442986,2,2016-01-03 13:05,2016-01-03 13:29,5,-73.97335052,40.79273987,-73.87308502,40.7742691,N,1447
id0391442,1,2016-02-14 20:46,2016-02-14 20:59,2,-74.0059967,40.73996353,-73.98474884,40.76859283,N,766
id0474774,2,2016-05-01 21:07,2016-05-01 21:10,2,-73.99655151,40.7428894,-73.99597931,40.73522949,N,182
id2203178,2,2016-06-15 3:44,2016-06-15 3:46,1,-73.99297333,40.74279404,-73.98951721,40.75183105,N,136
id1840526,2,2016-04-13 12:46,2016-04-13 12:51,3,-73.95944977,40.77978134,-73.96192932,40.77656937,N,306
id3474429,2,2016-06-11 20:41,2016-06-11 20:53,3,-73.96134186,40.76028824,-73.98972321,40.71691895,N,707
id2639612,2,2016-02-01 8:05,2016-02-01 8:12,1,-73.98428345,40.76972961,-73.97325897,40.75787735,N,470
id0045059,1,2016-04-07 11:58,2016-04-07 12:08,1,-73.9598999,40.79847336,-73.96238708,40.77901459,N,558
id2855355,1,2016-05-20 23:29,2016-05-20 23:37,2,-73.98581696,40.76300049,-73.99628448,40.76659775,N,450
id2824681,2,2016-06-17 19:00,2016-06-17 19:11,6,-73.97382355,40.76343155,-73.97133636,40.78248596,N,690
id1204314,1,2016-05-25 23:11,2016-05-25 23:19,3,-74.00888062,40.7192955,-73.99196625,40.74508286,N,500
id3068181,2,2016-03-20 3:51,2016-03-20 3:59,1,-73.95082855,40.7792511,-73.98082733,40.76496124,N,464
id3668502,1,2016-04-04 19:28,2016-04-04 19:44,1,-73.98306274,40.78182983,-73.98760986,40.75974655,N,947
id1792311,2,2016-04-27 23:05,2016-04-27 23:33,1,-73.87321472,40.77394867,-73.98930359,40.76823807,N,1691
id0236667,1,2016-04-08 8:02,2016-04-08 8:29,1,-73.99235535,40.76882935,-73.99029541,40.73439789,N,1591
id2082215,1,2016-02-19 18:15,2016-02-19 18:20,1,-74.0067749,40.70550919,-73.99726868,40.71429443,N,298
