passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,distance,velocity,severity_scale,year,quarter_of_year,month,week_day,hour,minute
1,-74.00744,40.740967,-73.98936,40.743004,599,1.5400839,9.25593,5,2016,1,3,7,19,37
2,-73.984276,40.75838,-73.98214,40.7742,599,1.7682296,10.6270895,5,2016,2,5,2,19,50
2,-73.87454,40.77389,-73.97508,40.7653,1659,8.520459,18.489243,5,2016,1,2,1,15,27
4,-73.86271,40.769073,-73.97853,40.789116,1653,10.003662,21.78656,1,2016,2,5,5,21,45
2,-73.98344,40.69385,-74.01001,40.72086,1066,3.7464745,12.652259,5,2016,1,3,3,10,34
1,-73.98339,40.76694,-73.98307,40.750908,762,1.7830117,8.423677,5,2016,1,2,5,20,18
1,-73.97075,40.758118,-74.01357,40.71481,2499,6.0173864,8.668504,5,2016,1,3,3,9,11
1,-73.9671,40.793465,-73.982315,40.775238,342,2.39752,25.237053,1,2016,1,3,5,7,26
1,-73.862885,40.768867,-73.976585,40.75164,3055,9.766093,11.508326,5,2016,2,6,5,22,26
1,-73.96198,40.759747,-73.95024,40.77197,477,1.6807312,12.684764,5,2016,2,4,6,12,50
1,-74.00569,40.750923,-74.01025,40.71596,663,3.9064608,21.211552,1,2016,2,5,5,18,47
1,-73.98971,40.741318,-74.00149,40.707928,1711,3.8432171,8.086255,5,2016,1,3,5,10,2
1,-73.97545,40.787804,-73.95624,40.77644,489,2.0525575,15.110852,5,2016,1,3,5,7,31
1,-73.973885,40.759922,-73.946175,40.7737,1266,2.7916293,7.9382825,5,2016,1,1,4,14,18
4,-73.983635,40.773422,-73.969925,40.796474,408,2.8111982,24.80469,1,2016,2,4,5,21,18
1,-73.98619,40.76211,-74.00223,40.74531,519,2.3053064,15.990565,5,2016,1,2,5,23,42
1,-73.98181,40.74053,-73.97298,40.75576,266,1.8500334,25.038046,1,2016,1,1,6,12,18
2,-73.99476,40.750137,-73.97873,40.72423,998,3.181451,11.476176,5,2016,2,5,2,0,28
1,-73.97379,40.693363,-73.98874,40.75941,1112,7.451376,24.12316,1,2016,1,3,4,22,47
1,-73.861855,40.73024,-73.844955,40.7215,259,1.724034,23.963406,1,2016,1,1,7,11,21
1,-73.972404,40.754837,-73.99431,40.75014,1368,1.9175292,5.0461297,5,2016,1,3,3,8,24
1,-73.96751,40.788025,-73.97455,40.75067,1749,4.1956425,8.635971,5,2016,1,3,4,18,15
1,-73.96308,40.762337,-73.98172,40.76451,513,1.5882616,11.145696,5,2016,2,5,2,21,17
1,-73.9835,40.766,-73.94528,40.7801,1120,3.5798242,11.5065775,5,2016,1,3,4,19,37
1,-73.96636,40.76643,-73.98488,40.757572,1209,1.8444908,5.49228,5,2016,2,4,5,20,11
2,-74.01493,40.715958,-73.99724,40.725365,805,1.8213532,8.145182,5,2016,1,1,4,9,34
1,-73.99334,40.74333,-73.981026,40.730705,611,1.7454114,10.28393,5,2016,1,1,3,20,42
1,-73.98148,40.77942,-73.98763,40.74571,1565,3.784043,8.704508,5,2016,2,4,6,15,16
2,-73.97948,40.784595,-73.976746,40.765896,426,2.091987,17.678762,5,2016,1,3,1,14,8
1,-73.97005,40.78441,-73.98175,40.73261,1414,5.8436136,14.877659,5,2016,1,3,4,7,7
1,-73.99459,40.750668,-73.95786,40.765244,863,3.492363,14.568374,5,2016,1,2,6,23,34
1,-74.00122,40.74134,-73.99067,40.755833,448,1.8403227,14.788308,5,2016,1,1,7,17,36
1,-73.97589,40.74899,-73.950096,40.785595,1244,4.6137905,13.351806,5,2016,1,1,4,9,18
4,-73.95038,40.784782,-73.99486,40.726948,1660,7.4426417,16.140669,5,2016,1,3,4,20,13
1,-73.96798,40.755596,-73.99054,40.735,434,2.9760215,24.685892,1,2016,2,6,7,0,37
1,-73.96845,40.75099,-73.981766,40.762455,1169,1.6976979,5.228154,5,2016,1,3,4,12,28
3,-73.95518,40.7801,-73.98214,40.7782,580,2.2800817,14.152231,5,2016,1,2,1,17,0
1,-73.96955,40.759995,-73.86213,40.768265,1317,9.093632,24.857307,1,2016,2,4,4,8,8
2,-73.776794,40.64513,-73.89898,40.820988,3277,22.099026,24.277233,1,2016,2,5,2,16,41
2,-73.97563,40.744843,-74.00237,40.75505,1001,2.522424,9.071654,5,2016,2,4,1,17,13
1,-74.01271,40.70185,-73.989365,40.753242,1482,6.043631,14.680885,5,2016,2,4,2,15,46
1,-73.9628,40.76643,-73.98393,40.77467,890,2.001673,8.096655,5,2016,2,4,4,17,22
2,-73.95318,40.79146,-73.94554,40.7787,723,1.5573705,7.7545424,5,2016,2,5,4,16,36
2,-73.97215,40.765476,-73.971275,40.749954,509,1.7275493,12.218424,5,2016,2,4,3,22,19
1,-73.97723,40.753986,-73.99,40.767048,693,1.8073388,9.388773,5,2016,1,2,6,21,28
1,-74.002106,40.740368,-74.01002,40.71506,747,2.8918734,13.936739,5,2016,1,2,5,13,32
1,-73.99516,40.74484,-73.99607,40.729298,371,1.729781,16.784937,5,2016,2,4,3,18,12
1,-74.000885,40.72907,-73.97996,40.743305,681,2.3695915,12.526475,5,2016,1,1,1,1,49
1,-73.97714,40.78995,-73.96758,40.802425,322,1.6035854,17.928284,5,2016,2,4,2,9,18
1,-73.96448,40.76411,-73.97605,40.750412,713,1.808449,9.131019,5,2016,2,6,6,8,45
1,-73.9542,40.7303,-73.99753,40.756405,1115,4.6635633,15.057244,5,2016,2,6,1,23,24
6,-73.98089,40.764755,-73.98638,40.750565,857,1.6443648,6.9074836,5,2016,2,4,7,21,21
1,-73.97988,40.746284,-73.97126,40.76162,717,1.8533742,9.305645,5,2016,1,1,5,8,43
4,-73.998375,40.74557,-73.97766,40.784225,717,4.638691,23.290499,1,2016,2,6,6,21,25
1,-73.977325,40.78896,-73.99488,40.734837,1553,6.197157,14.365592,5,2016,1,2,4,15,21
1,-73.781746,40.6449,-73.98333,40.725266,2699,19.203314,25.613905,1,2016,1,1,4,16,49
1,-73.95234,40.77706,-73.99132,40.750484,1571,4.417009,10.121726,5,2016,2,6,7,11,14
1,-73.99119,40.750263,-73.96968,40.759293,1531,2.071208,4.8702474,5,2016,1,3,4,9,20
1,-74.00731,40.74339,-73.97769,40.75318,643,2.7222013,15.240941,5,2016,1,2,3,22,1
1,-74.00184,40.735218,-73.99143,40.754784,1250,2.3455868,6.75529,5,2016,2,4,6,16,50
5,-73.87085,40.77375,-73.98684,40.75386,2129,10.015871,16.936184,5,2016,2,6,2,11,12
2,-73.97241,40.76511,-73.94633,40.778816,603,2.6735375,15.961418,5,2016,1,3,7,19,39
2,-73.99865,40.73511,-73.987404,40.760445,1346,2.9719763,7.948822,5,2016,1,3,5,12,44
2,-73.97638,40.73977,-73.96677,40.76255,681,2.6594512,14.058773,5,2016,1,3,7,21,2
3,-73.78242,40.644604,-73.982216,40.74293,1501,20.082005,48.1647,1,2016,1,3,3,0,47
1,-73.97993,40.739105,-73.96542,40.75773,888,2.4043736,9.74746,5,2016,2,4,3,13,23
1,-74.008,40.740356,-73.98526,40.731792,810,2.1398048,9.510243,5,2016,2,4,7,18,10
1,-74.00507,40.735794,-73.872375,40.77429,2621,11.968842,16.439463,5,2016,2,4,3,12,31
3,-74.00275,40.76051,-74.013664,40.713707,667,5.2848706,28.52404,1,2016,1,3,7,9,11
1,-73.98245,40.73145,-73.97944,40.74938,565,2.0097246,12.805325,5,2016,1,3,3,21,52
1,-73.999245,40.724953,-73.98947,40.73675,813,1.5490136,6.859101,5,2016,1,1,6,12,9
2,-73.99176,40.727192,-73.96847,40.75658,853,3.8117702,16.087189,5,2016,1,3,7,0,15
2,-73.95549,40.779213,-73.95977,40.76368,519,1.7644454,12.238928,5,2016,1,1,3,18,24
1,-73.99148,40.75017,-73.951035,40.777782,1584,4.5856,10.421818,5,2016,2,4,6,14,2
1,-73.92916,40.76269,-73.97302,40.755375,1306,3.7827897,10.427292,5,2016,2,4,2,8,24
1,-74.00843,40.74575,-73.98763,40.72161,1857,3.205564,6.2143407,5,2016,1,1,6,23,8
1,-73.99177,40.750317,-73.9763,40.75942,1002,1.6495821,5.9266424,5,2016,2,5,6,11,17
2,-73.99412,40.72007,-73.98278,40.73142,575,1.5827752,9.90955,5,2016,2,4,3,18,0
1,-73.95142,40.7788,-73.98751,40.748913,1214,4.503561,13.3548765,5,2016,1,1,7,19,7
3,-73.78992,40.64663,-73.92428,40.83744,2588,24.047949,33.451553,1,2016,1,1,4,10,38
1,-73.993034,40.72798,-73.9889,40.750923,1172,2.5746682,7.908537,5,2016,2,6,5,19,18
1,-73.974205,40.764767,-73.98937,40.740536,931,2.981917,11.530506,5,2016,2,5,2,11,5
1,-73.99025,40.738564,-73.990654,40.756092,700,1.9493817,10.025392,5,2016,2,6,6,20,26
1,-74.00144,40.731014,-74.00712,40.718037,332,1.5202568,16.484713,5,2016,2,4,7,8,47
1,-73.98251,40.764553,-73.991585,40.744495,954,2.3575692,8.896487,5,2016,1,3,7,22,40
1,-73.95374,40.78489,-73.9864,40.7187,904,7.8570557,31.28916,1,2016,1,3,7,13,54
1,-73.98385,40.725605,-73.96908,40.750114,731,2.996008,14.7546215,5,2016,2,5,5,10,36
1,-73.989365,40.7729,-73.96854,40.786667,976,2.3278887,8.586474,5,2016,2,6,4,15,46
1,-73.96255,40.767056,-73.95295,40.78269,344,1.9169636,20.061247,5,2016,2,4,5,8,42
1,-73.98784,40.72398,-73.99149,40.748688,1164,2.7645814,8.550252,5,2016,2,5,6,14,26
1,-73.98729,40.74715,-74.00005,40.73309,653,1.8976215,10.461619,5,2016,1,2,7,19,16
1,-73.96901,40.764664,-73.959274,40.77964,314,1.8561549,21.280758,1,2016,2,5,7,10,26
1,-74.00337,40.73412,-74.00125,40.751247,355,1.9129094,19.398518,5,2016,2,4,3,23,28
1,-73.9908,40.72506,-74.014,40.70959,1008,2.6042078,9.300742,5,2016,1,3,7,21,13
1,-73.99409,40.75116,-73.97307,40.761417,1138,2.106029,6.6623063,5,2016,1,3,5,14,54
2,-73.99433,40.719566,-73.97328,40.748287,602,3.6530485,21.845472,1,2016,1,2,5,23,56
1,-73.99139,40.74556,-74.01349,40.715675,779,3.809295,17.60393,5,2016,1,2,4,8,28
3,-73.9828,40.77689,-73.9684,40.78657,1080,1.6216842,5.405614,5,2016,2,5,1,13,34
1,-73.96969,40.78559,-73.98297,40.76116,689,2.9376845,15.349295,5,2016,1,3,7,22,0
1,-73.97354,40.7797,-73.97406,40.76063,644,2.1209009,11.8559675,5,2016,1,2,2,9,22
1,-74.00229,40.73367,-73.96907,40.79783,1194,7.6631045,23.104837,1,2016,1,2,5,1,6
1,-73.87117,40.77392,-73.9608,40.80578,1733,8.335951,17.31646,5,2016,1,2,5,18,24
1,-73.97894,40.782326,-73.967415,40.80643,357,2.8506308,28.745857,1,2016,2,6,7,15,17
2,-74.00205,40.739647,-73.98892,40.758556,660,2.3758075,12.95895,5,2016,1,3,4,17,46
6,-73.97037,40.76188,-73.97938,40.73653,823,2.9190495,12.768625,5,2016,1,2,3,11,2
1,-73.96236,40.758904,-73.85525,40.732025,1683,9.5053,20.332191,5,2016,1,3,7,15,49
1,-73.956154,40.78454,-73.97386,40.75539,815,3.5677137,15.759227,5,2016,1,3,3,7,56
1,-73.98998,40.71409,-73.9632,40.757687,830,5.3472347,23.192825,1,2016,2,4,4,12,17
1,-73.991554,40.73078,-73.96858,40.80074,1595,8.015913,18.092342,5,2016,2,4,4,20,9
1,-73.96578,40.75884,-73.99023,40.734722,500,3.381074,24.343733,1,2016,1,1,4,6,46
1,-73.99024,40.75708,-73.95996,40.63696,1637,13.598613,29.90532,1,2016,2,5,2,0,0
1,-73.95565,40.779377,-73.95954,40.766033,460,1.519511,11.891825,5,2016,2,4,3,14,30
1,-73.97242,40.79395,-73.9829,40.779922,385,1.7920756,16.75707,5,2016,2,6,3,13,8
1,-73.992226,40.747696,-73.96629,40.79328,1297,5.5192957,15.319556,5,2016,1,1,6,21,57
1,-73.78949,40.647003,-73.984985,40.748436,2598,19.970827,27.6732,1,2016,2,6,5,21,31
1,-73.99231,40.724674,-73.97736,40.777687,1792,6.027706,12.109231,5,2016,2,6,6,22,50
1,-73.99849,40.74031,-74.01424,40.71087,503,3.5324955,25.282274,1,2016,2,6,3,19,13
1,-73.99591,40.733597,-73.99443,40.750633,943,1.898465,7.2475867,5,2016,1,3,5,18,39
1,-74.00647,40.74443,-74.00263,40.718544,869,2.896557,11.999546,5,2016,2,4,1,0,28
1,-73.96776,40.75576,-74.00263,40.760593,1182,2.986091,9.094693,5,2016,1,1,5,20,46
5,-73.97912,40.77189,-73.97042,40.78386,313,1.5192293,17.473564,5,2016,2,4,1,11,27
1,-73.93932,40.80517,-73.973785,40.784634,1045,3.6918237,12.718245,5,2016,2,4,3,11,45
6,-73.98473,40.76954,-73.95303,40.78612,1238,3.244172,9.43378,5,2016,2,4,4,11,28
3,-73.94362,40.78901,-73.976814,40.740276,769,6.0975103,28.544912,1,2016,1,2,6,6,28
3,-74.002525,40.65626,-74.02327,40.63344,604,3.082832,18.374496,5,2016,2,4,6,21,18
2,-73.96892,40.75569,-73.95509,40.77731,470,2.6709034,20.457983,5,2016,2,4,5,21,49
1,-73.97841,40.752342,-74.00003,40.75862,1023,1.9504517,6.86376,5,2016,2,6,5,15,2
1,-73.97035,40.75249,-73.99131,40.74898,1290,1.8080394,5.0456915,5,2016,2,6,6,12,9
1,-74.00432,40.742367,-73.98883,40.7209,832,2.7202938,11.770502,5,2016,2,5,1,4,20
1,-73.949814,40.782867,-73.97507,40.719822,602,7.3259788,43.80984,1,2016,2,4,1,4,34
1,-73.97235,40.76379,-73.95253,40.769775,914,1.7970436,7.078071,5,2016,2,4,5,11,5
2,-73.991264,40.749626,-73.962654,40.773865,1065,3.6153061,12.220753,5,2016,2,5,1,16,28
1,-73.96763,40.760483,-73.96012,40.778854,580,2.1384177,13.272938,5,2016,1,3,4,12,13
1,-73.97794,40.753235,-73.97855,40.77651,1385,2.588402,6.7279763,5,2016,1,2,3,21,33
1,-74.0109,40.71667,-73.98154,40.758404,1949,5.258837,9.713604,5,2016,2,4,5,9,59
5,-73.99891,40.76114,-73.97856,40.7577,1140,1.7558824,5.544892,5,2016,2,4,5,10,20
3,-74.00285,40.72854,-73.977844,40.74624,463,2.8833303,22.418983,1,2016,2,4,1,2,31
1,-73.99366,40.762016,-73.970024,40.79718,655,4.387379,24.11384,1,2016,2,6,3,22,49
1,-73.95022,40.783867,-73.972336,40.793182,717,2.1307712,10.698433,5,2016,2,6,4,22,30
5,-73.98948,40.74048,-73.99782,40.721546,877,2.2193472,9.110206,5,2016,2,4,5,14,25
1,-73.789215,40.641502,-73.95679,40.77054,4111,20.134275,17.631573,5,2016,1,2,1,16,23
1,-73.983734,40.749756,-73.96345,40.77453,1511,3.2414513,7.722849,5,2016,2,4,5,15,11
1,-73.99758,40.75709,-74.00119,40.7425,394,1.6507016,15.082553,5,2016,2,6,7,11,23
1,-73.97282,40.758484,-73.96357,40.774506,315,1.9442981,22.22055,1,2016,1,2,2,22,49
1,-73.98526,40.74139,-73.97825,40.76145,1193,2.3075972,6.9634113,5,2016,1,3,6,15,0
1,-73.993835,40.74919,-73.94697,40.772552,1333,4.725384,12.761728,5,2016,1,3,5,21,11
5,-73.98125,40.76386,-74.00133,40.71751,1534,5.4242954,12.729768,5,2016,1,2,1,0,33
1,-73.98916,40.752533,-73.99343,40.733185,1097,2.1813173,7.1583796,5,2016,2,4,2,14,48
1,-73.98225,40.773865,-73.97752,40.75842,482,1.762934,13.167142,5,2016,1,3,6,11,24
2,-73.98166,40.77361,-73.956635,40.77297,670,2.1084573,11.329024,5,2016,2,6,5,21,46
1,-73.86353,40.769577,-73.95077,40.779243,1607,7.42393,16.631083,5,2016,2,4,5,18,56
1,-73.96234,40.77282,-74.00893,40.70879,1869,8.129875,15.659471,5,2016,2,5,2,11,54
1,-73.96142,40.76436,-73.97089,40.751205,336,1.6658424,17.848312,5,2016,2,4,7,12,17
6,-73.87089,40.77374,-73.82738,40.79134,1212,4.1534314,12.336925,5,2016,1,3,2,8,59
1,-73.9886,40.722733,-73.96744,40.771786,1259,5.738451,16.408598,5,2016,1,3,5,20,43
1,-74.00446,40.72784,-73.97623,40.78401,1815,6.6834693,13.256468,5,2016,2,5,7,13,53
1,-73.86275,40.76903,-73.99448,40.760902,2520,11.130781,15.901116,5,2016,2,5,5,19,6
1,-73.96105,40.760777,-73.95244,40.772995,286,1.540159,19.386616,5,2016,2,5,7,13,47
1,-73.99372,40.74577,-73.93268,40.684464,1581,8.54044,19.44692,5,2016,2,5,2,23,5
1,-73.952126,40.77732,-73.96723,40.767582,376,1.6705966,15.995074,5,2016,2,5,5,23,42
2,-73.8853,40.77298,-73.97955,40.75259,1819,8.255568,16.33867,5,2016,1,1,2,8,4
1,-73.94687,40.77186,-73.96642,40.764786,431,1.8248821,15.242635,5,2016,1,1,4,7,12
1,-73.97194,40.78196,-73.94427,40.7755,859,2.4381506,10.218094,5,2016,1,3,2,11,47
1,-73.99091,40.724236,-73.8603,40.739025,1791,11.127912,22.36766,1,2016,1,3,7,2,28
1,-73.77682,40.645145,-73.99985,40.748646,2416,22.045017,32.848537,1,2016,1,3,1,12,19
1,-74.00589,40.740234,-73.99733,40.727272,759,1.6117384,7.6446095,5,2016,2,4,6,22,37
1,-74.00266,40.74475,-73.99415,40.724415,847,2.3723474,10.083177,5,2016,2,6,6,20,41
1,-73.99225,40.721416,-73.97079,40.755814,486,4.230657,31.338202,1,2016,2,6,6,3,14
2,-73.78235,40.644615,-73.917175,40.70659,1461,13.295412,32.76077,1,2016,2,6,2,0,35
1,-73.9939,40.743877,-73.94566,40.725525,1436,4.5475535,11.400552,5,2016,1,1,6,0,45
1,-73.99117,40.74964,-73.98062,40.77501,1184,2.957436,8.992205,5,2016,2,6,4,22,7
1,-73.99671,40.71514,-73.83127,40.76186,2471,14.875496,21.672112,1,2016,1,2,6,18,58
1,-74.015076,40.71377,-73.978386,40.75623,2017,5.6431284,10.072019,5,2016,2,5,3,16,49
1,-73.78622,40.643215,-73.93443,40.756077,1629,17.70913,39.136196,1,2016,2,6,1,0,45
1,-73.97012,40.7628,-73.984985,40.74505,1105,2.3372223,7.61448,5,2016,2,6,3,17,58
5,-73.99253,40.74939,-73.95939,40.77442,1125,3.9419398,12.614207,5,2016,1,1,7,9,53
3,-74.00112,40.731567,-73.9343,40.848488,1270,14.16573,40.154827,1,2016,1,3,5,2,4
1,-74.00105,40.757397,-74.00875,40.731037,1287,3.0019374,8.397028,5,2016,1,1,3,10,48
1,-73.991104,40.75074,-74.014404,40.708595,1249,5.080944,14.6448345,5,2016,1,3,1,0,44
1,-73.98533,40.76872,-73.9533,40.78699,807,3.3765597,15.06272,5,2016,1,3,5,13,33
1,-73.99495,40.72566,-73.98154,40.77883,1546,6.01955,14.017063,5,2016,1,1,5,20,55
1,-73.98132,40.759415,-73.95917,40.783436,848,3.2581272,13.831672,5,2016,2,4,3,10,49
2,-73.98667,40.75937,-73.94824,40.77049,984,3.464605,12.6753845,5,2016,1,3,3,22,55
5,-73.98327,40.76487,-73.96146,40.76516,737,1.8372906,8.974554,5,2016,2,5,5,9,26
3,-73.99621,40.76737,-73.91933,40.82963,1157,9.477043,29.487774,1,2016,2,6,3,1,7
1,-74.00623,40.734215,-73.99564,40.764374,755,3.4701438,16.546381,5,2016,1,3,3,17,16
1,-73.97822,40.76309,-73.865295,40.77063,2133,9.5468,16.112741,5,2016,2,5,3,12,41
1,-73.77674,40.645298,-73.95147,40.759697,3291,19.461794,21.289108,1,2016,2,5,1,16,36
1,-73.98291,40.76488,-73.99181,40.749615,334,1.8558177,20.002825,5,2016,1,1,1,13,39
4,-73.972404,40.759075,-73.9881,40.748203,846,1.7913433,7.6227374,5,2016,1,3,7,21,23
1,-73.98839,40.731518,-73.98701,40.761208,1292,3.303403,9.204528,5,2016,2,4,6,23,15
1,-73.99312,40.747753,-73.942,40.814693,1883,8.598162,16.438334,5,2016,2,5,6,23,45
1,-73.991104,40.733143,-73.99712,40.67971,1274,5.963046,16.850052,5,2016,1,2,2,18,20
6,-73.97554,40.75263,-73.99922,40.72305,499,3.8469296,27.753399,1,2016,2,5,3,6,48
1,-73.97301,40.75641,-73.991196,40.756306,709,1.532046,7.7790766,5,2016,2,4,3,23,6
2,-73.9853,40.761044,-74.01119,40.72864,825,4.2118654,18.37905,5,2016,2,5,5,20,35
1,-73.86361,40.769768,-73.97031,40.78652,1498,9.175116,22.049677,1,2016,2,5,5,22,21
4,-73.98426,40.743267,-73.9874,40.779396,1067,4.0260324,13.583614,5,2016,2,6,4,23,3
1,-73.97837,40.7519,-73.95852,40.779106,536,3.4564521,23.214977,1,2016,1,3,2,22,12
1,-73.955956,40.77201,-73.97466,40.756012,711,2.376356,12.032182,5,2016,1,2,6,17,52
3,-73.993996,40.72681,-74.00558,40.71031,752,2.0780451,9.948089,5,2016,2,6,2,10,36
1,-73.97936,40.78353,-73.95953,40.774174,632,1.9672849,11.206054,5,2016,1,2,1,17,50
1,-73.959236,40.76013,-73.99,40.771584,681,2.886701,15.260094,5,2016,1,1,2,6,37
1,-73.963425,40.76592,-73.94627,40.772762,402,1.6325285,14.619658,5,2016,2,6,3,14,16
1,-73.985214,40.74462,-73.966,40.7616,962,2.4865847,9.305306,5,2016,2,6,5,19,32
1,-73.97722,40.759155,-73.99231,40.74967,621,1.6518633,9.576019,5,2016,2,6,4,20,30
1,-74.000885,40.74202,-73.978714,40.752598,501,2.2072275,15.860317,5,2016,2,6,7,9,8
1,-73.98164,40.77846,-73.962425,40.75705,1369,2.8789115,7.570549,5,2016,1,2,5,15,52
1,-73.98731,40.72188,-74.00719,40.740788,957,2.6877036,10.110484,5,2016,2,5,3,17,47
1,-73.990746,40.74002,-74.00657,40.721172,427,2.484007,20.942448,5,2016,2,6,7,23,1
5,-73.9717,40.795006,-74.005684,40.745705,851,6.18398,26.160198,1,2016,1,1,3,14,33
2,-73.956696,40.771065,-73.97872,40.756676,1090,2.4497144,8.0908,5,2016,1,1,5,10,53
2,-73.98088,40.75564,-73.98845,40.74102,927,1.746003,6.7805943,5,2016,2,5,4,10,27
2,-73.95676,40.783325,-73.96084,40.76988,638,1.5342101,8.656985,5,2016,1,2,3,15,32
1,-73.982895,40.764385,-73.970314,40.75244,617,1.6990223,9.913259,5,2016,1,3,4,22,47
1,-74.00763,40.711678,-73.98778,40.76521,1298,6.1829634,17.148434,5,2016,2,4,4,19,48
5,-73.99408,40.75126,-73.95785,40.78221,757,4.599591,21.87388,1,2016,1,3,2,7,28
1,-73.98361,40.743,-73.94785,40.788795,572,5.9160776,37.234055,1,2016,1,2,2,0,43
1,-74.00171,40.74678,-73.98107,40.74728,928,1.7394154,6.747732,5,2016,1,1,5,10,32
1,-73.87446,40.774075,-73.98431,40.69157,1151,13.031931,40.760166,1,2016,1,1,7,9,14
1,-73.97441,40.75882,-73.87594,40.827133,2413,11.243682,16.77466,5,2016,1,2,2,18,26
1,-73.99804,40.7203,-73.99067,40.75633,1150,4.0541663,12.691303,5,2016,1,1,4,20,31
1,-74.00628,40.733692,-73.998474,40.75536,919,2.497423,9.783158,5,2016,1,3,5,9,24
1,-73.9889,40.736576,-73.978065,40.777718,1219,4.6648474,13.776416,5,2016,2,6,2,20,15
6,-73.97301,40.7554,-74.014,40.7137,1087,5.78205,19.149384,5,2016,1,2,7,16,37
5,-73.98501,40.73224,-73.97008,40.74903,362,2.2514045,22.389658,1,2016,1,1,1,3,19
1,-73.97368,40.76259,-74.009224,40.708817,1208,6.68729,19.92901,5,2016,2,4,3,23,29
2,-73.98203,40.75724,-73.94267,40.78907,734,4.84894,23.782267,1,2016,1,3,7,6,13
2,-74.0042,40.752804,-74.01668,40.704662,1002,5.45531,19.599916,5,2016,2,4,7,16,39
1,-73.975945,40.751225,-73.98308,40.719105,972,3.6217735,13.413976,5,2016,1,2,4,18,12
3,-73.97493,40.79049,-73.94446,40.82715,844,4.8159666,20.542038,5,2016,2,6,1,9,2
2,-73.982086,40.773518,-73.95292,40.78002,629,2.5602477,14.653246,5,2016,1,1,1,23,2
1,-73.96309,40.76566,-73.95352,40.78242,440,2.0304883,16.613085,5,2016,1,3,5,13,4
4,-73.97374,40.76328,-74.00264,40.72481,974,4.921758,18.191303,5,2016,1,2,1,11,30
1,-73.98925,40.77438,-73.97834,40.75866,719,1.9747894,9.88768,5,2016,1,3,4,7,33
1,-73.98398,40.743423,-73.97383,40.755558,299,1.597262,19.231249,5,2016,1,1,4,23,48
1,-73.97381,40.75762,-73.99286,40.72607,1222,3.8580377,11.365741,5,2016,1,3,4,14,14
2,-73.98345,40.742393,-74.00254,40.73504,500,1.8042474,12.9905815,5,2016,1,3,2,23,7
1,-73.98052,40.742893,-73.98093,40.77842,1152,3.9504883,12.345276,5,2016,2,4,7,14,10
1,-73.9931,40.735867,-73.990234,40.7559,543,2.2408361,14.856372,5,2016,2,4,4,1,20
2,-74.00761,40.74086,-74.00161,40.727654,771,1.5529867,7.2513,5,2016,1,3,4,19,35
5,-73.95625,40.767967,-73.98118,40.778385,531,2.3973613,16.253296,5,2016,1,2,7,21,43
3,-73.98818,40.736965,-73.97768,40.596558,2397,15.6377325,23.485956,1,2016,2,4,6,22,2
1,-73.990555,40.73112,-73.98129,40.75105,1201,2.3492692,7.0419393,5,2016,1,3,5,13,29
2,-73.99202,40.721943,-73.89503,40.6678,2460,10.154319,14.859979,5,2016,1,1,1,3,34
1,-74.00345,40.74983,-73.96119,40.7693,1327,4.1660233,11.301947,5,2016,2,6,3,17,30
1,-73.96979,40.76262,-73.98091,40.74717,455,1.9568092,15.482446,5,2016,2,6,2,10,58
1,-73.96854,40.754993,-73.99185,40.71502,816,4.859687,21.439795,1,2016,1,3,2,21,55
2,-73.983284,40.76454,-73.94829,40.774677,927,3.1552541,12.253414,5,2016,2,5,6,23,6
1,-73.98847,40.723106,-73.97493,40.74967,710,3.16626,16.054276,5,2016,2,4,4,16,53
1,-73.97326,40.79275,-73.95578,40.786278,504,1.6381316,11.70094,5,2016,2,4,6,12,49
1,-73.973755,40.75045,-73.9868,40.729916,611,2.5341141,14.93095,5,2016,2,5,4,22,3
1,-73.86363,40.76974,-73.94864,40.781506,1944,7.276537,13.475068,5,2016,2,4,5,18,14
1,-73.98395,40.754906,-73.984726,40.76916,935,1.5864964,6.108435,5,2016,2,6,5,14,48
1,-73.95522,40.779327,-73.96664,40.767284,530,1.6483266,11.196181,5,2016,1,2,6,16,2
1,-73.98205,40.77251,-73.950485,40.793167,846,3.5125275,14.946925,5,2016,1,2,1,13,21
1,-74.00452,40.733818,-74.007286,40.705105,826,3.201285,13.952332,5,2016,1,3,3,20,44
1,-73.99046,40.73152,-74.009224,40.73761,658,1.7195854,9.408066,5,2016,2,5,5,19,11
3,-73.992714,40.74866,-73.95187,40.77635,852,4.6161833,19.505,5,2016,1,3,1,21,30
2,-73.94383,40.74754,-73.95819,40.77579,1470,3.366167,8.243674,5,2016,1,2,3,15,37
1,-73.97497,40.787888,-73.960144,40.776268,514,1.7964342,12.582029,5,2016,2,6,4,14,5
5,-73.98949,40.7473,-73.98304,40.766636,1186,2.2176502,6.7314844,5,2016,2,6,1,11,6
2,-73.98735,40.733063,-73.95119,40.72761,1096,3.106907,10.205169,5,2016,1,2,6,21,21
6,-73.995,40.75037,-73.98827,40.77484,809,2.7794747,12.368491,5,2016,1,2,4,14,4
6,-73.97081,40.758827,-73.94443,40.748775,893,2.4875088,10.028031,5,2016,1,2,7,18,19
2,-73.927765,40.69279,-74.011635,40.644096,1655,8.908098,19.377132,5,2016,1,1,6,4,4
1,-73.78218,40.64443,-74.00724,40.70492,3923,20.136593,18.478647,5,2016,2,4,6,16,18
